txnno,txndate,custno,amount,category,product,city,state,spendby
00050495,05-30-2011,4002126,150.97,Racquet Sports,Racquetball,Lexington,Kentucky,credit
00050496,08-06-2011,4001620,119.17,Outdoor Recreation,Geocaching,Detroit,Michigan,credit
00050497,09-16-2011,4003105,184.18,Outdoor Recreation,Skating,McKinney,Texas,credit
00050498,04-15-2011,4006085,042.64,Outdoor Recreation,Camping & Backpacking & Hiking,Montgomery,Alabama,cash
00050499,12-16-2011,4009729,084.88,Team Sports,Beach Volleyball,Minneapolis,Minnesota,credit
00050500,12-01-2011,4006001,198.18,Puzzles,Mechanical Puzzles,Berkeley,California,credit
00050501,03-15-2011,4001984,027.79,Outdoor Recreation,Tetherball,Hampton  ,Virginia,credit
00050502,09-05-2011,4000530,122.12,Exercise & Fitness,Cardio Machines,Las Vegas,Nevada,credit
00050503,07-26-2011,4000160,027.42,Indoor Games,Billiards,Las Vegas,Nevada,credit
00050504,05-19-2011,4007744,188.11,Exercise & Fitness,Yoga & Pilates,Flint,Michigan,credit
00050505,02-19-2011,4001962,146.79,Water Sports,Water Polo,Seattle,Washington,credit
00050506,07-10-2011,4003793,053.68,Indoor Games,Billiards,Nashville  ,Tennessee,credit
00050507,03-23-2011,4002240,148.72,Outdoor Play Equipment,Swing Sets,Hartford,Connecticut,credit
00050508,12-28-2011,4005904,085.19,Exercise & Fitness,Free Weight Bars,Orlando,Florida,credit
00050509,04-18-2011,4007342,120.47,Gymnastics,Gymnastics Protective Gear,Gresham,Oregon,credit
00050510,04-08-2011,4001382,179.95,Water Sports,Kitesurfing,Vancouver,Washington,credit
00050511,02-16-2011,4009767,019.14,Indoor Games,Ping Pong,Chattanooga,Tennessee,credit
00050512,01-02-2011,4000900,073.60,Team Sports,Field Hockey,Charleston,South Carolina,credit
00050513,10-17-2011,4000627,091.39,Outdoor Play Equipment,Water Tables,Charleston,South Carolina,credit
00050514,11-08-2011,4007259,059.95,Team Sports,Football,Seattle,Washington,credit
00050515,09-06-2011,4002856,194.95,Exercise & Fitness,Foam Rollers,Sunnyvale,California,credit
00050516,10-14-2011,4003611,024.93,Winter Sports,Snowboarding,Eugene,Oregon,credit
00050517,06-26-2011,4008278,117.99,Winter Sports,Snowshoeing,Charleston,South Carolina,credit
00050518,05-31-2011,4008006,174.43,Outdoor Recreation,Riding Scooters,Hampton  ,Virginia,credit
00050519,12-24-2011,4004113,077.02,Jumping,Jumping Stilts,Los Angeles,California,credit
00050520,10-05-2011,4009597,155.28,Games,Portable Electronic Games,Chattanooga,Tennessee,credit
00050521,08-26-2011,4007040,026.16,Gymnastics,Vaulting Horses,Atlanta,Georgia,credit
00050522,03-28-2011,4005693,106.22,Gymnastics,Balance Beams,Phoenix,Arizona,credit
00050523,12-15-2011,4005878,173.62,Indoor Games,Darts,Plano,Texas,credit
00050524,05-14-2011,4005233,099.72,Gymnastics,Springboards,Overland Park,Kansas,credit
00050525,03-28-2011,4004596,157.04,Indoor Games,Billiards,Washington,District of Columbia,credit
00050526,04-01-2011,4001127,006.89,Jumping,Jumping Stilts,New Orleans,Louisiana,credit
00050527,02-14-2011,4009556,128.42,Exercise & Fitness,Free Weights,San Francisco,California,credit
00050528,02-07-2011,4000931,020.47,Water Sports,Scuba Diving & Snorkeling,Louisville,Kentucky,credit
00050529,06-13-2011,4004209,047.89,Racquet Sports,Squash,New Orleans,Louisiana,credit
00050530,03-13-2011,4002094,069.51,Air Sports,Parachutes,Denver  ,Colorado,credit
00050531,08-09-2011,4007250,017.60,Exercise & Fitness,Free Weights,Salt Lake City,Utah,credit
00050532,02-23-2011,4008125,079.40,Winter Sports,Snowboarding,Paterson,New Jersey,credit
00050533,12-09-2011,4008468,087.40,Outdoor Recreation,Lawn Games,Alexandria  ,Virginia,credit
00050534,11-13-2011,4001376,045.03,Games,Poker Chips & Sets,Memphis,Tennessee,credit
00050535,05-01-2011,4006281,049.56,Exercise & Fitness,Exercise Bands,Tampa,Florida,credit
00050536,11-02-2011,4001639,194.73,Exercise & Fitness,Free Weights,Bellevue,Washington,credit
00050537,09-12-2011,4005422,135.63,Exercise & Fitness,Jump Ropes,Columbus,Ohio,credit
00050538,06-29-2011,4007270,070.00,Team Sports,Basketball,Louisville,Kentucky,credit
00050539,03-11-2011,4008553,108.09,Exercise & Fitness,Jump Ropes,Springfield,Illinois,credit
00050540,07-21-2011,4009677,187.66,Exercise & Fitness,Medicine Balls,Minneapolis,Minnesota,credit
00050541,06-07-2011,4007628,138.12,Jumping,Bungee Jumping,Fremont,California,credit
00050542,05-04-2011,4004367,093.51,Outdoor Play Equipment,Lawn Water Slides,Eugene,Oregon,credit
00050543,07-12-2011,4003671,019.52,Outdoor Recreation,Camping & Backpacking & Hiking,Des Moines,Iowa,cash
00050544,03-08-2011,4005884,176.85,Winter Sports,Downhill Skiing,Washington,District of Columbia,credit
00050545,06-18-2011,4009632,137.27,Racquet Sports,Racquetball,Charleston,South Carolina,credit
00050546,04-04-2011,4000436,088.65,Games,Dominoes,Eugene,Oregon,credit
00050547,09-06-2011,4005587,040.96,Exercise & Fitness,Weight Benches,Boise,Idaho,cash
00050548,06-14-2011,4003276,056.02,Outdoor Recreation,Motorsports,Boston,Massachusetts,credit
00050549,02-21-2011,4006060,043.18,Racquet Sports,Racquetball,Boston,Massachusetts,cash
00050550,06-26-2011,4005317,045.80,Outdoor Recreation,Riding Scooters,Chattanooga,Tennessee,cash
00050551,11-28-2011,4006797,031.48,Exercise & Fitness,Exercise Balls,Irvine,California,cash
00050552,10-07-2011,4008960,164.67,Outdoor Recreation,Equestrian,Long Beach,California,credit
00050553,05-06-2011,4005912,199.24,Gymnastics,Springboards,Columbus,Ohio,credit
00050554,08-19-2011,4006323,145.24,Team Sports,Team Handball,Milwaukee,Wisconsin,credit
00050555,12-14-2011,4008509,149.11,Team Sports,Beach Volleyball,Kansas City,Kansas,credit
00050556,02-26-2011,4007903,156.52,Exercise & Fitness,Exercise Bands,Anaheim,California,credit
00050557,11-09-2011,4009026,021.52,Water Sports,Whitewater Rafting,Hartford,Connecticut,cash
00050558,03-07-2011,4003703,085.19,Outdoor Recreation,Riding Scooters,Richmond  ,Virginia,credit
00050559,04-19-2011,4000049,116.03,Outdoor Recreation,Hunting,Denton,Texas,credit
00050560,02-18-2011,4004009,061.88,Exercise & Fitness,Weightlifting Machines,Orlando,Florida,credit
00050561,05-29-2011,4009401,184.05,Water Sports,Swimming,Omaha,Nebraska,credit
00050562,02-25-2011,4008121,099.07,Outdoor Play Equipment,Swing Sets,Washington,District of Columbia,credit
00050563,05-24-2011,4008402,145.09,Water Sports,Swimming,Clarksville,Tennessee,credit
00050564,01-09-2011,4009986,107.33,Exercise & Fitness,Weightlifting Machine Accessories,Buffalo,New York,credit
00050565,07-19-2011,4004535,035.24,Air Sports,Hang Gliding,Hampton  ,Virginia,cash
00050566,12-08-2011,4001285,106.66,Gymnastics,Gymnastics Bars,Boston,Massachusetts,credit
00050567,05-02-2011,4001094,149.95,Outdoor Play Equipment,Sandboxes,Clarksville,Tennessee,credit
00050568,04-15-2011,4000000,129.59,Winter Sports,Snowboarding,Pittsburgh,Pennsylvania,credit
00050569,12-30-2011,4008482,178.56,Water Sports,Towed Water Sports,Phoenix,Arizona,credit
00050570,04-29-2011,4006848,133.34,Water Sports,Towed Water Sports,Jersey City,New Jersey,credit
00050571,11-21-2011,4009061,021.57,Outdoor Recreation,Geocaching,Jacksonville ,Florida,cash
00050572,12-25-2011,4006905,189.81,Indoor Games,Foosball,Reno,Nevada,credit
00050573,09-18-2011,4007070,038.44,Air Sports,Air Suits,Huntsville,Alabama,cash
00050574,12-09-2011,4006306,030.08,Water Sports,Windsurfing,Oakland,California,cash
00050575,05-28-2011,4005435,122.56,Team Sports,Hockey,Kansas City,Missouri,credit
00050576,04-24-2011,4009613,090.52,Outdoor Play Equipment,Lawn Water Slides,Des Moines,Iowa,credit
00050577,08-24-2011,4008474,149.90,Winter Sports,Downhill Skiing,Des Moines,Iowa,credit
00050578,03-16-2011,4005543,108.23,Winter Sports,Snowboarding,Durham,North Carolina,credit
00050579,09-28-2011,4002553,011.29,Air Sports,Parachutes,Lexington,Kentucky,cash
00050580,07-08-2011,4008716,178.77,Gymnastics,Gymnastics Bars,Madison,Wisconsin,credit
00050581,03-22-2011,4007014,077.90,Puzzles,Jigsaw Puzzles,Durham,North Carolina,credit
00050582,11-10-2011,4009201,188.96,Water Sports,Water Polo,Brownsville,Texas,credit
00050583,06-13-2011,4006133,025.64,Exercise & Fitness,Free Weights,Boise,Idaho,cash
00050584,03-05-2011,4002800,171.95,Outdoor Recreation,Deck Shuffleboard,Columbus,Georgia,credit
00050585,07-11-2011,4004586,169.67,Outdoor Recreation,Geocaching,Oakland,California,credit
00050586,11-09-2011,4002685,110.97,Gymnastics,Gymnastics Bars,Overland Park,Kansas,credit
00050587,03-22-2011,4006409,161.87,Water Sports,Scuba Diving & Snorkeling,Oklahoma City,Oklahoma,credit
00050588,11-25-2011,4001563,166.95,Outdoor Recreation,Golf,Anaheim,California,credit
00050589,07-24-2011,4007773,130.56,Gymnastics,Gymnastics Mats,Gresham,Oregon,credit
00050590,02-02-2011,4006636,052.56,Racquet Sports,Tennis,Stamford,Connecticut,credit
00050591,01-22-2011,4002353,141.50,Exercise & Fitness,Cardio Machines,Pittsburgh,Pennsylvania,credit
00050592,03-06-2011,4006258,017.71,Outdoor Play Equipment,Playhouses,Midland,Texas,cash
00050593,03-03-2011,4006472,140.69,Jumping,Trampolines,Oklahoma City,Oklahoma,credit
00050594,01-30-2011,4004588,095.58,Team Sports,Soccer,St. Petersburg,Florida,credit
00050595,11-01-2011,4005008,129.31,Combat Sports,Fencing,St. Petersburg,Florida,credit
00050596,10-08-2011,4007799,118.03,Team Sports,Cricket,St. Louis  ,Missouri,credit
00050597,01-01-2011,4002358,196.69,Water Sports,Whitewater Rafting,Phoenix,Arizona,credit
00050598,04-02-2011,4002202,023.31,Jumping,Jumping Stilts,Nashville  ,Tennessee,cash
00050599,06-20-2011,4000775,017.76,Outdoor Recreation,Disc Golf,Boston,Massachusetts,cash
00050600,09-12-2011,4008215,028.07,Outdoor Recreation,Deck Shuffleboard,Midland,Texas,credit
00050601,05-26-2011,4006230,154.56,Exercise & Fitness,Cardio Machine Accessories,Pasadena,Texas,credit
00050602,09-24-2011,4000640,062.93,Gymnastics,Vaulting Horses,Centennial,Colorado,credit
00050603,07-29-2011,4006206,038.20,Gymnastics,Vaulting Horses,Midland,Texas,credit
00050604,04-19-2011,4009147,196.56,Water Sports,Water Polo,Lowell,Massachusetts,credit
00050605,02-12-2011,4005941,045.94,Combat Sports,Martial Arts,Colorado Springs,Colorado,credit
00050606,02-02-2011,4004235,179.73,Exercise & Fitness,Weightlifting Belts,Columbia,South Carolina,credit
00050607,05-25-2011,4006613,120.80,Games,Dice & Dice Sets,Centennial,Colorado,credit
00050608,03-15-2011,4005502,180.18,Indoor Games,Billiards,Sacramento,California,credit
00050609,09-08-2011,4003993,121.70,Exercise & Fitness,Weight Benches,St. Petersburg,Florida,credit
00050610,07-03-2011,4003319,136.39,Gymnastics,Gymnastics Mats,Dallas,Texas,credit
00050611,08-05-2011,4001420,185.04,Games,Mahjong,West Valley City,Utah,credit
00050612,07-14-2011,4006033,071.70,Air Sports,Parachutes,Madison,Wisconsin,credit
00050613,07-29-2011,4001552,012.81,Outdoor Recreation,Running,Midland,Texas,credit
00050614,02-06-2011,4009504,024.21,Combat Sports,Fencing,Irvine,California,credit
00050615,10-30-2011,4005558,069.01,Outdoor Recreation,Motorsports,Dallas,Texas,credit
00050616,08-09-2011,4004494,010.41,Gymnastics,Gymnastics Mats,Eugene,Oregon,credit
00050617,05-24-2011,4004791,094.61,Indoor Games,Darts,Plano,Texas,credit
00050618,02-08-2011,4005988,131.25,Air Sports,Parachutes,Scottsdale,Arizona,credit
00050619,03-15-2011,4006462,140.00,Exercise & Fitness,Medicine Balls,Rockford,Illinois,credit
00050620,09-20-2011,4006584,120.71,Indoor Games,Air Hockey,Minneapolis,Minnesota,credit
00050621,04-01-2011,4000536,191.33,Games,Mahjong,Columbus,Ohio,credit
00050622,07-22-2011,4001092,028.55,Winter Sports,Snowmobiling,Austin,Texas,credit
00050623,03-01-2011,4007058,070.36,Indoor Games,Darts,Everett,Washington,credit
00050624,07-19-2011,4002250,173.72,Air Sports,Air Suits,Jersey City,New Jersey,credit
00050625,07-28-2011,4007518,023.68,Exercise & Fitness,Jump Ropes,Des Moines,Iowa,credit
00050626,01-16-2011,4009262,020.51,Games,Card Games,San Francisco,California,credit
00050627,01-27-2011,4008967,191.18,Racquet Sports,Badminton,Midland,Texas,credit
00050628,08-12-2011,4005630,096.46,Winter Sports,Snowshoeing,Omaha,Nebraska,credit
00050629,12-26-2011,4008999,107.70,Combat Sports,Martial Arts,Scottsdale,Arizona,credit
00050630,09-18-2011,4007134,163.99,Outdoor Recreation,Running,McKinney,Texas,credit
00050631,05-04-2011,4008267,147.78,Exercise & Fitness,Weightlifting Machine Accessories,Baltimore,Maryland,credit
00050632,02-10-2011,4009835,194.03,Exercise & Fitness,Abdominal Equipment,Denver  ,Colorado,credit
00050633,05-11-2011,4005664,073.57,Exercise & Fitness,Weightlifting Gloves,Paterson,New Jersey,credit
00050634,07-27-2011,4009177,017.99,Puzzles,Jigsaw Puzzles,Fremont,California,credit
00050635,01-12-2011,4008290,129.15,Exercise & Fitness,Stopwatches,Eugene,Oregon,credit
00050636,02-21-2011,4000432,037.51,Outdoor Recreation,Archery,Stamford,Connecticut,credit
00050637,08-18-2011,4001488,023.44,Gymnastics,Gymnastics Rings,Santa Ana,California,credit
00050638,05-26-2011,4006323,011.09,Team Sports,Lacrosse,Anaheim,California,credit
00050639,11-18-2011,4005983,169.50,Exercise & Fitness,Cardio Machine Accessories,Miami,Florida,credit
00050640,01-06-2011,4009393,133.11,Indoor Games,Bowling,Lincoln,Nebraska,credit
00050641,01-23-2011,4003823,142.16,Outdoor Recreation,Equestrian,Los Angeles,California,credit
00050642,06-24-2011,4001974,023.60,Exercise & Fitness,Exercise Balls,Centennial,Colorado,cash
00050643,11-18-2011,4001623,168.28,Gymnastics,Gymnastics Protective Gear,Plano,Texas,credit
00050644,11-25-2011,4009946,057.49,Exercise & Fitness,Cardio Machine Accessories,Las Vegas,Nevada,credit
00050645,02-01-2011,4000818,195.23,Games,Portable Electronic Games,New Orleans,Louisiana,credit
00050646,04-06-2011,4001193,023.77,Winter Sports,Downhill Skiing,Milwaukee,Wisconsin,cash
00050647,12-27-2011,4004106,045.24,Water Sports,Surfing,Midland,Texas,cash
00050648,06-04-2011,4001421,109.49,Games,Mahjong,Seattle,Washington,credit
00050649,07-05-2011,4009003,197.53,Outdoor Recreation,Disc Golf,Everett,Washington,credit
00050650,10-01-2011,4000589,174.33,Gymnastics,Gymnastics Bars,Reno,Nevada,credit
00050651,02-02-2011,4007781,075.29,Outdoor Recreation,Cycling,Columbia,Missouri,credit
00050652,05-17-2011,4006948,184.74,Outdoor Recreation,Tetherball,Westminster,Colorado,credit
00050653,07-31-2011,4004982,121.46,Outdoor Recreation,Skating,San Antonio,Texas,credit
00050654,05-17-2011,4005718,060.37,Winter Sports,Snowboarding,Sunnyvale,California,credit
00050655,01-05-2011,4001301,082.98,Winter Sports,Downhill Skiing,Midland,Texas,credit
00050656,10-06-2011,4007308,032.41,Exercise & Fitness,Exercise Balls,Vancouver,Washington,cash
00050657,04-12-2011,4009487,172.45,Exercise & Fitness,Exercise Bands,Hampton  ,Virginia,credit
00050658,04-15-2011,4009396,198.37,Winter Sports,Luge,Montgomery,Alabama,credit
00050659,04-04-2011,4001752,033.79,Games,Dominoes,Kansas City,Missouri,cash
00050660,10-19-2011,4009588,106.60,Jumping,Trampolines,Colorado Springs,Colorado,credit
00050661,05-16-2011,4007716,049.10,Jumping,Trampoline Accessories,San Jose,California,cash
00050662,01-01-2011,4007754,118.54,Outdoor Play Equipment,Outdoor Playsets,Everett,Washington,credit
00050663,01-26-2011,4005821,184.67,Water Sports,Whitewater Rafting,Stamford,Connecticut,credit
00050664,04-17-2011,4000612,014.83,Outdoor Recreation,Track & Field,Milwaukee,Wisconsin,cash
00050665,10-19-2011,4009773,154.40,Jumping,Pogo Sticks,Plano,Texas,credit
00050666,03-29-2011,4001816,193.30,Racquet Sports,Tennis,Miami,Florida,credit
00050667,10-18-2011,4002112,192.96,Team Sports,Baseball,Boise,Idaho,credit
00050668,02-20-2011,4007826,086.74,Outdoor Recreation,Rock Climbing,Irving,Texas,credit
00050669,07-25-2011,4004095,043.60,Outdoor Play Equipment,Lawn Water Slides,Orange,California,cash
00050670,08-21-2011,4005433,069.27,Outdoor Play Equipment,Slides,Berkeley,California,credit
00050671,08-04-2011,4004116,118.08,Team Sports,Football,New Orleans,Louisiana,credit
00050672,04-15-2011,4003559,028.00,Air Sports,Parachutes,Omaha,Nebraska,cash
00050673,07-24-2011,4002324,098.00,Gymnastics,Springboards,Columbus,Ohio,credit
00050674,08-25-2011,4001863,038.29,Outdoor Recreation,Equestrian,Springfield,Illinois,cash
00050675,03-09-2011,4003602,186.55,Gymnastics,Balance Beams,Tampa,Florida,credit
00050676,07-16-2011,4008263,082.40,Outdoor Play Equipment,Swing Sets,Orlando,Florida,credit
00050677,10-13-2011,4001646,162.78,Exercise & Fitness,Cardio Machines,Hartford,Connecticut,credit
00050678,09-29-2011,4006510,109.34,Gymnastics,Gymnastics Mats,Memphis,Tennessee,credit
00050679,12-28-2011,4003841,030.71,Gymnastics,Gymnastics Protective Gear,San Jose,California,cash
00050680,01-19-2011,4000830,139.11,Games,Card Games,Salt Lake City,Utah,credit
00050681,10-26-2011,4007522,090.45,Outdoor Recreation,Skating,Nashville  ,Tennessee,credit
00050682,05-17-2011,4005584,158.82,Winter Sports,Snowboarding,Chicago,Illinois,credit
00050683,08-18-2011,4009515,152.83,Team Sports,Soccer,Colorado Springs,Colorado,credit
00050684,04-01-2011,4005813,182.38,Outdoor Recreation,Rock Climbing,New Orleans,Louisiana,credit
00050685,11-19-2011,4002834,059.92,Exercise & Fitness,Weightlifting Machines,El Paso,Texas,credit
00050686,09-20-2011,4006559,190.14,Outdoor Recreation,Golf,Houston,Texas,credit
00050687,11-14-2011,4005827,030.35,Water Sports,Boating,Buffalo,New York,cash
00050688,03-05-2011,4006706,186.99,Water Sports,Whitewater Rafting,Irving,Texas,credit
00050689,07-30-2011,4005691,104.43,Outdoor Recreation,Track & Field,St. Petersburg,Florida,credit
00050690,08-05-2011,4001051,171.26,Outdoor Recreation,Geocaching,Irvine,California,credit
00050691,03-15-2011,4005919,154.21,Exercise & Fitness,Weightlifting Machines,Durham,North Carolina,credit
00050692,11-20-2011,4009379,075.29,Outdoor Play Equipment,Slides,Seattle,Washington,credit
00050693,12-03-2011,4008896,094.65,Team Sports,Field Hockey,Des Moines,Iowa,credit
00050694,01-07-2011,4000776,044.57,Outdoor Recreation,Ice Climbing,Columbus,Ohio,cash
00050695,05-07-2011,4004090,045.87,Exercise & Fitness,Weightlifting Machine Accessories,Berkeley,California,cash
00050696,09-13-2011,4001181,139.97,Gymnastics,Pommel Horses,Lincoln,Nebraska,credit
00050697,10-01-2011,4002181,171.31,Outdoor Play Equipment,Sandboxes,Sacramento,California,credit
00050698,04-27-2011,4007720,173.42,Outdoor Play Equipment,Swing Sets,Pasadena,California,credit
00050699,08-14-2011,4009833,014.66,Exercise & Fitness,Weightlifting Gloves,Nashville  ,Tennessee,cash
00050700,06-25-2011,4001246,181.33,Air Sports,Hang Gliding,Huntsville,Alabama,credit
